,Supermere_2D_S7,Supermere_2D_S8,Supermere_2D_S9,Supermere_3D_S16,Supermere_3D_S17,Supermere_3D_S18,Supermere_FPLC_S23,Supermere_FPLC_S24,Supermere_FPLC_S25,Supermere_FPLC_S26,S1_DiFi_FPLC_2uL,S2_DiFi_His_2uL,S3_CCCR_FPLC_2uL,S4_CCCR_His_2uL
KRT8,7.03563554319221,6.98863706804264,6.72908396932628,7.91827054505625,7.76101427196689,7.6754930869435,4.96417832980291,5.41336203715556,5.29743914611713,4.79968964035458,4.87822774264808,5.26670944509818,4.11364078561529,3.1508960348579
ACTN1,5.9915979638167,5.94869278537258,5.98984078802649,6.73661620471566,6.82093658935694,6.77829828284128,5.00245702695416,5.18126562263325,4.94531255448226,5.695612263813,5.93017811492412,5.87028692110189,5.01182180554989,6.07059096561057
LMNA,5.9915979638167,5.7946452451307,5.6010632248083,6.37409522326096,6.55347220063416,6.31385926772952,5.63459610341631,5.66560963949283,5.83826024921904,5.7986270170967,5.93017811492412,5.44286616393733,5.51903953873122,5.49632157658865
FABP1,4.53913075612885,4.54471301847084,5.23635988155354,5.70982747651642,5.72601227744116,5.33188106650672,8.71072858096095,9.12023375948612,8.93377123440126,5.72206371694831,6.20169191185053,4.9541197121943,3.3943653313673,3.58915210607507
MDH2,4.73041047552862,4.59891716394691,5.29882528933957,6.1716356508436,6.22487352119371,6.0975205315849,6.45037227281099,6.31670125732974,6.14648945199175,6.43212110800057,6.80067691292517,4.83281363994942,6.07904540135176,5.02362273599417
NPEPPS,4.93857109540826,5.19941682543088,4.95533302661282,6.04792304847377,5.9337947654316,5.96423952393248,6.07265571696539,5.92389923547583,6.01965567454159,5.91784157675661,6.34863234560928,6.3173344547518,5.89357495265356,5.49632157658865
ME1,4.89927263736643,4.75028660454556,4.83402340796427,6.520915230439,6.35902209913737,6.25800095029594,6.19339396026574,6.21494781899816,6.49871502123867,6.59840486310858,5.96704602845258,5.90078898119267,5.33695940503851,3.766734328091
GAPDH,6.21608817435903,6.00998975921617,6.11663487434017,6.22972857025682,6.01733442259898,5.91692834010715,4.61475322936219,4.90453502639386,4.82041281016273,3.94343374045177,5.39356915707257,8.39223850681955,5.56118262835157,5.77077831081318
GANAB,5.79149590634508,5.59574611294603,5.4161845720818,5.81477246518443,5.79864938036647,5.98732574134631,5.75158845093885,6.007429601939,5.98127064919571,3.85058071257757,5.44674526629005,6.87336563606444,5.98928859793352,5.59372495890403
TXNRD1,4.93857109540826,5.1274812896349,4.87560368211676,5.91259843972679,5.86780397348435,5.79138204514302,5.85980107253571,5.90223846905598,5.83826024921904,6.1692237423445,6.10576157762139,5.44286616393733,5.68069353659859,6.19996770983246
AGRN,5.81280216131732,5.81768495748174,4.50362313182852,6.91244631998433,6.82093658935694,6.77829828284128,5.68253738907135,5.18126562263325,5.35861299989349,5.66866675745209,5.73022510887823,5.16984804861902,5.01182180554989,5.09189851549475
CLSTN1,6.8210953154187,6.43936349650002,5.85081995777166,5.73678804016098,5.82207116896186,5.76490640867496,5.14615799425294,5.28533795026514,5.23355606723006,5.66866675745209,4.52960568260306,4.76810807796149,6.26902047872278,6.104039009383
CAP1,5.53366155178911,5.0517698113621,5.26793063526904,6.1111050041356,5.9121315006455,6.0975205315849,5.83879816054482,5.81218893544504,5.96168823278598,6.02795252905911,5.77249427949332,5.16984804861902,5.18353074651929,5.68496601973484
APP,5.79149590634508,5.98984542920362,5.23635988155354,6.97038767989919,6.67421680581563,6.69660904910517,5.17995307366999,5.55890273145458,5.77234633486457,5.96289935194989,5.49803084076277,5.11886419899052,4.32407832263601,3.92483407018895
MYH9,7.3805521747643,7.32245582655201,7.07976150840458,7.09021580109034,7.15190965322667,6.81747137976984,4.7558849074534,4.76749037574357,4.68366628745239,5.22656602685648,4.42748739122745,5.16984804861902,3.8671785171225,2.86901391440014
MET,6.13382684832216,6.21478843941172,5.91204760303158,5.59664544805642,5.51227532978917,5.56457970115654,4.96417832980291,5.14483688216414,5.29743914611713,5.91784157675661,4.19861812597937,4.55451306838085,6.41405034541798,6.87841446317305
HEXA,5.31218210555271,5.1274812896349,5.10267841992775,5.73678804016098,5.64952323176929,5.76490640867496,6.24219796286874,5.81218893544504,5.90129380463178,5.87133107917358,5.85348944381222,5.26670944509818,5.56118262835157,4.62329400757067
ALDOC,4.12772790829279,4.01711875952416,4.14406608441303,5.56690599438225,5.56875071601114,5.71045137920742,5.27683315324988,5.47335137281983,5.41729810186606,5.18913290837429,6.37630624015747,6.33977182855485,6.75998956638741,7.04267028863713
GSR,4.6379383992635,4.4297838373901,4.55571347988989,5.53654057074542,5.54078935170952,5.59495785940281,5.68253738907135,5.50243583564518,5.41729810186606,5.87133107917358,5.59543674972491,5.52348452525305,5.86020531153133,6.71484076903577
DLD,3.90775351066966,3.65725525038434,4.33501710622977,5.65434609455825,5.54078935170952,5.50183432612893,6.74943541494435,6.48643463754988,6.32568541286493,6.58405567647496,5.28094911618297,5.40080215820579,5.38467872984049,5.64006666946473
HSPA1A,5.50776596862044,5.30101153510763,6.02721887073585,5.86451446414807,5.64952323176929,5.73793580670991,6.01764835171113,5.38240525817388,5.3882539250756,5.07062742236231,5.33835777963731,5.52348452525305,5.38467872984049,4.19696541262012
PPIA,4.93857109540826,4.97186392020649,5.06722873321958,5.15199735442074,5.11723425100648,5.17984971432826,5.85980107253571,5.78877006727233,5.67949785766654,5.72206371694831,5.28094911618297,5.44286616393733,5.51903953873122,6.37457932930735
KRT18,6.77841318130271,6.72177884827571,6.37039419795845,6.80190006115623,7.15190965322667,6.72435592066824,5.14615799425294,4.94746875782833,4.82041281016273,5.07062742236231,4.42748739122745,3.61463715409214,3.3943653313673,4.06730666883819
SET,5.05042489500878,5.1274812896349,5.20408277328473,5.81477246518443,6.45203379092279,5.53354810026584,5.77389006459531,5.58632844924666,6.03847187475207,6.54013140317516,4.71442159914491,5.11886419899052,4.32407832263601,4.71274025418457
EEF1A1,6.83157142196207,6.56722090341599,7.1909911083319,6.09035028622732,5.99689862169291,5.98732574134631,4.34370462051082,5.92389923547583,5.20052144046555,2.94727461263241,4.62497109130796,5.44286616393733,4.22269306995326,3.92483407018895
GOT1,4.58938030761125,4.7974083034535,4.74708521230034,5.50552225810788,5.51227532978917,5.50183432612893,5.50727255914362,5.55890273145458,5.3882539250756,5.72206371694831,5.59543674972491,5.21909149385663,5.28760753853767,6.31869112984166
PLOD3,5.76987027007085,5.7946452451307,5.57605879544533,5.30394890551999,5.22658819103252,5.43623546989442,5.21297459067705,5.31842470397621,5.32835028913916,6.09019849185001,5.93017811492412,5.80727718398026,4.11364078561529,4.19696541262012
ACO1,3.90775351066966,3.93521424962126,3.84239492811885,5.86451446414807,5.596180439174,5.91692834010715,5.55955793643235,5.71614232878519,5.65532106320336,5.26305239418153,6.00299521569362,6.46752729293919,5.95808431881373,5.2194599212278
RNPEP,4.97682740360042,5.1638973665303,5.17106697816111,5.30394890551999,5.29514152288722,5.29534866928456,5.45302079531844,5.41336203715556,5.41729810186606,4.46582470286975,6.00299521569362,6.60354800737013,5.12853429293766,5.15708861310793
PYGL,4.77451480718447,4.88727147797044,4.70156915057604,4.84017775307851,4.62569971479279,4.96407544350416,5.21297459067705,5.10746441763421,5.20052144046555,5.3333683459022,5.85348944381222,6.38362608888663,6.56666113552829,6.23057700276824
DPP7,3.90775351066966,3.65725525038434,4.27413235447518,5.65434609455825,5.56875071601114,5.71045137920742,6.01764835171113,5.71614232878519,5.67949785766654,5.98491128530737,5.5475557040041,5.988606781751,5.7184273239436,5.2194599212278
CAPN1,4.85887365667674,4.97186392020649,4.95533302661282,5.26743492404581,5.29514152288722,5.29534866928456,5.5336520971397,5.47335137281983,5.41729810186606,5.52582996708882,5.5475557040041,6.07138438802724,4.81687984497183,5.15708861310793
PDIA6,4.81731073452589,4.59891716394691,4.74708521230034,5.06956551239555,5.1546141536775,5.219385716065,5.27683315324988,5.50243583564518,5.3882539250756,5.07062742236231,5.96704602845258,5.90078898119267,5.75519928471111,5.68496601973484
YWHAG,4.53913075612885,4.3686929603325,4.50362313182852,4.8890660277546,5.2612720044432,4.96407544350416,5.65876587539651,5.14483688216414,5.09662107733673,5.15070259414096,6.2916392364669,5.988606781751,5.95808431881373,6.16869488389041
DDB1,5.05042489500878,5.26793522826445,4.79120908351708,5.26743492404581,5.07886002366888,5.25786709941612,5.11155223828942,5.10746441763421,5.20052144046555,5.15070259414096,5.68668002750715,5.35747478365931,5.64194625205298,6.00127452247834
PLTP,4.58938030761125,4.59891716394691,4.33501710622977,5.26743492404581,5.22658819103252,5.29534866928456,5.45302079531844,5.55890273145458,5.63073219681813,5.98491128530737,5.33835777963731,5.35747478365931,5.28760753853767,5.81184331989005
EEF1G,6.0284911732191,5.88467542582324,6.3110150541095,5.22997273910113,5.42318744374644,5.50183432612893,4.84284294683703,4.71875479240327,4.90486895732129,4.94150946297519,4.87822774264808,5.44286616393733,4.22269306995326,5.33665304468102
MDH1,4.48706763888571,4.4297838373901,4.70156915057604,5.62578421954427,5.67547278879119,5.25786709941612,6.4224098752167,5.83523371600799,5.94183635275364,6.04900100268274,5.77249427949332,3.4593596628752,5.89357495265356,3.92483407018895
TALDO1,4.43305513104473,4.3686929603325,4.60598839746596,5.33956150083077,5.54078935170952,5.29534866928456,5.79585217469382,5.55890273145458,5.74968838816729,5.55555110047041,5.44674526629005,5.3128057950355,5.23650745851822,5.09189851549475
PLEC,6.92258285688551,6.88337564584944,6.68298719510607,6.42471367779614,6.29350646957296,6.34993170173004,4.08295191732015,4.25507849809621,4.17265649339427,4.03067032928669,4.19861812597937,4.83281363994942,4.32407832263601,3.766734328091
PRDX1,4.93857109540826,4.93018762015774,4.99360403504851,5.26743492404581,5.1546141536775,5.25786709941612,5.33798452598795,5.35076962774243,5.20052144046555,5.07062742236231,5.28094911618297,5.16984804861902,5.56118262835157,5.64006666946473
PEPD,4.48706763888571,4.30490036632992,4.74708521230034,4.98213677832128,5.22658819103252,5.00988938869079,5.99883640533992,5.25147453856762,5.44576908500026,5.77355468539393,5.68668002750715,5.63654706003636,5.01182180554989,5.49632157658865
ACY1,4.97682740360042,4.84303945686884,4.60598839746596,5.44141025689003,5.36058460145658,5.29534866928456,5.65876587539651,5.61324251396081,5.70327616426688,5.40041583291235,6.03807035379081,6.584884173703,4.32407832263601,3.1508960348579
NCL,5.9148545563757,5.67358153429534,5.20408277328473,6.02623217410753,6.15281171681669,5.86801289338066,4.92485624592757,5.78877006727233,5.8805871215925,4.11293134642858,5.85348944381222,4.30370560441847,5.18353074651929,2.05409420013722
ST14,5.42716779278884,5.36497255488896,4.60598839746596,5.06956551239555,5.03943712358959,5.00988938869079,5.24525716762193,5.35076962774243,5.32835028913916,5.55555110047041,5.28094911618297,4.83281363994942,5.38467872984049,5.27924613611351
LTA4H,4.97682740360042,4.65115831120052,4.87560368211676,5.44141025689003,5.45349878557851,5.40228250511442,5.94088242261688,5.69109722131056,5.63073219681813,5.66866675745209,5.89234328240144,3.88256926416918,6.10776487884125,3.1508960348579
SERPINB1,4.81731073452589,4.59891716394691,4.99360403504851,4.62615530720111,4.72843467910979,4.59474591163671,5.24525716762193,4.98916164523612,5.06025551651501,5.40041583291235,5.73022510887823,5.77470935379456,5.86020531153133,6.28991359816854
NME1,4.48706763888571,4.3686929603325,4.39343610288359,4.78957452873536,4.8699997933831,4.91675878936705,5.27683315324988,5.55890273145458,5.20052144046555,5.52582996708882,5.68668002750715,5.70728149544787,5.86020531153133,6.00127452247834
KRT19,5.79149590634508,5.72323260636695,5.47146804212419,6.91244631998433,6.80926401213228,6.72435592066824,4.51236044834734,5.06909802939974,4.94531255448226,4.84852842362986,5.09359525749728,4.10844989385587,3.19466101030515,3.38660193243663
CNDP2,5.12044942532123,4.93018762015774,5.06722873321958,5.50552225810788,5.77484106110817,5.53354810026584,5.75158845093885,5.98699602430982,5.94183635275364,5.36728154810242,5.77249427949332,6.5273987125592,2.68640964602462,2.51834436472457
AHCY,5.9915979638167,5.77123161103569,5.69696020887404,5.40825320059505,5.39222556147762,5.50183432612893,4.61475322936219,5.21679712905807,5.09662107733673,3.11634697017422,4.87822774264808,6.40506324556738,4.94972259667932,4.42582070520397
PLXNB2,4.97682740360042,4.84303945686884,4.14406608441303,5.65434609455825,5.39222556147762,5.50183432612893,5.61001450090794,5.38240525817388,5.60571696778874,5.84750118331937,5.49803084076277,5.11886419899052,3.8671785171225,4.95195458495737
GSS,4.53913075612885,4.3686929603325,4.21056448999441,5.47382236277501,5.54078935170952,5.40228250511442,5.70592355659935,5.47335137281983,5.58026032884832,5.87133107917358,5.81356018648035,4.10844989385587,5.28760753853767,4.95195458495737
YWHAB,4.97682740360042,4.3686929603325,4.87560368211676,5.06956551239555,5.03943712358959,4.81719889265512,5.27683315324988,4.90453502639386,4.98465322986051,5.02885903146385,6.23230170364803,5.48373839452539,5.56118262835157,5.68496601973484
YWHAQ,4.73041047552862,4.3686929603325,4.74708521230034,5.22997273910113,5.19104996132173,5.05429314200642,5.21297459067705,4.76749037574357,5.23355606723006,5.11122049728979,6.20169191185053,5.44286616393733,5.56118262835157,5.33665304468102
NPM1,5.42716779278884,5.67358153429534,5.4161845720818,5.30394890551999,5.19104996132173,5.29534866928456,4.28280040522502,4.86028432055812,4.63504372142169,5.36728154810242,5.02531699554732,5.21909149385663,4.41880416591194,5.72851009150129
ECH1,3.64809754388623,3.75597948588324,3.664046907934,6.24858442621234,6.05735758327689,6.25800095029594,6.45037227281099,6.45702246903457,6.40031846088575,4.52711367474365,5.64177960380201,5.74138931437323,5.60212952076111,1.36536450103624
TPP1,5.21949855856809,5.19941682543088,5.49833513661601,5.06956551239555,4.91426092784299,5.00988938869079,4.80001899942407,5.10746441763421,4.77625529630082,4.11293134642858,5.59543674972491,6.3173344547518,5.64194625205298,4.42582070520397
UGGT1,3.55000735441012,3.93521424962126,2.11638083409208,5.47382236277501,5.42318744374644,5.59495785940281,5.63459610341631,5.47335137281983,5.72666890623787,6.28019414959466,5.77249427949332,5.90078898119267,4.67055287832251,5.59372495890403
SPINT1,4.68491520564975,4.97186392020649,4.27413235447518,5.02651332741701,4.8243376548706,4.76471801527357,5.17995307366999,5.28533795026514,4.94531255448226,4.98584523080952,5.44674526629005,5.21909149385663,5.7184273239436,5.72851009150129
HSPG2,5.34179905929986,5.48496874129076,2.11638083409208,7.0585099300578,6.9327447635191,7.09759532601376,4.61475322936219,4.11144617124736,4.42229588705135,5.55555110047041,4.42748739122745,2.85791276130325,5.56118262835157,5.39186279900754
ILF2,5.48139706518579,5.23408275957934,5.52471102297496,4.84017775307851,5.03943712358959,5.219385716065,5.00245702695416,4.86028432055812,5.13209247558387,5.36728154810242,5.28094911618297,5.01115055826398,4.74557073913876,4.19696541262012
EZR,4.31855680513265,4.70157368473307,4.50362313182852,4.8890660277546,5.19104996132173,5.25786709941612,4.71035796969861,4.81463328128911,4.98465322986051,4.19075386455819,4.79864827802276,5.11886419899052,6.70466167531583,6.64838043854647
SFN,5.37082021981051,5.0123700089734,4.83402340796427,4.62615530720111,4.8699997933831,4.65365655765748,4.66334739839805,4.76749037574357,4.98465322986051,3.75133798498403,5.73022510887823,4.83281363994942,6.31900132789291,5.89062476314505
PKM,6.76754238231049,6.74600215280554,6.77375335636197,5.88875676815428,5.9121315006455,5.76490640867496,3.85089865728927,4.76749037574357,4.1028602072161,0.970107555577958,2.87052274241237,5.16984804861902,5.47562825337409,4.95195458495737
CTSA,5.05042489500878,4.65115831120052,4.79120908351708,4.93635179230109,4.91426092784299,4.76471801527357,5.21297459067705,5.06909802939974,5.20052144046555,4.52711367474365,5.15878761820372,5.35747478365931,4.81687984497183,4.79696315513653
GAA,4.19418193916621,4.30490036632992,3.22344120934214,5.81477246518443,5.67547278879119,5.73793580670991,4.92485624592757,5.18126562263325,5.16671262972191,2.5347920257034,4.71442159914491,6.72784204976039,6.19064452712431,4.79696315513653
PREP,4.85887365667674,4.93018762015774,5.03088599204817,4.62615530720111,4.67798147918931,4.71025573843205,4.7558849074534,4.71875479240327,4.77625529630082,4.52711367474365,5.44674526629005,5.35747478365931,5.18353074651929,5.15708861310793
GALNT6,4.77451480718447,5.0517698113621,4.50362313182852,4.50592560072479,4.4564243195121,4.46917649024981,4.84284294683703,4.81463328128911,4.73070343442243,5.22656602685648,4.71442159914491,4.62928066666994,5.56118262835157,6.42838299132884
CAPZB,4.48706763888571,4.4297838373901,4.74708521230034,4.98213677832128,5.07886002366888,5.05429314200642,5.36761489628838,5.14483688216414,5.44576908500026,3.85058071257757,5.15878761820372,5.40080215820579,5.01182180554989,4.52793344246309
TPM4,5.25105930823727,5.0123700089734,4.74708521230034,6.28557253194126,6.27665189770599,6.0324185990664,4.71035796969861,4.94746875782833,4.90486895732129,4.26459243231498,5.02531699554732,4.30370560441847,4.74557073913876,2.05409420013722
LY75,5.55910050763657,5.74743171760445,3.84239492811885,5.15199735442074,5.11723425100648,5.43623546989442,4.51236044834734,4.81463328128911,4.53258787840614,5.58467228406997,4.95364610918823,5.3128057950355,3.19466101030515,4.79696315513653
PRDX2,4.68491520564975,4.48839257352859,4.6545701756865,4.78957452873536,4.8699997933831,4.76471801527357,4.88443229712188,4.81463328128911,4.82041281016273,5.11122049728979,5.15878761820372,5.21909149385663,5.38467872984049,4.87653924732405
AIFM1,3.8262858305465,4.16817335250845,4.60598839746596,4.8890660277546,4.91426092784299,4.81719889265512,5.33798452598795,4.94746875782833,5.06025551651501,5.18913290837429,5.5475557040041,4.9541197121943,4.94972259667932,5.15708861310793
HSP90B1,5.74791553152466,5.69862065560348,5.69696020887404,5.91259843972679,6.01733442259898,5.84291883543697,4.51236044834734,4.4468234298324,4.68366628745239,4.40181607138109,4.31758648745847,3.75481421385341,4.11364078561529,3.1508960348579
NAMPT,4.81731073452589,4.75028660454556,5.06722873321958,4.78957452873536,4.8243376548706,5.05429314200642,4.45830329821357,4.98916164523612,4.82041281016273,3.64476072173517,5.02531699554732,5.06601240171736,5.82604551579065,5.15708861310793
APEH,3.98486564326738,4.09462213849059,3.92392931468173,4.68271029375163,4.77718291262639,4.91675878936705,5.30773281751927,5.31842470397621,5.67949785766654,5.29863872146175,5.44674526629005,5.63654706003636,4.50769177428424,4.31592623478702
PSAP,4.68491520564975,4.93018762015774,4.99360403504851,5.19151178842523,5.1546141536775,5.33188106650672,4.21921132336547,4.50546497727118,4.58472512190401,4.11293134642858,4.52960568260306,5.01115055826398,5.38467872984049,4.95195458495737
GUSB,1.79583841036722,0.921121929377462,3.08849929500469,5.11137009596969,5.22658819103252,5.09737093109336,6.70370122828147,6.38075661556314,6.49871502123867,6.96242496823499,5.59543674972491,5.5998353226857,3.5697570737608,4.52793344246309
PLS1,4.89927263736643,4.93018762015774,5.13727789183741,4.62615530720111,4.95720447627854,5.13919965580542,4.51236044834734,4.76749037574357,4.63504372142169,3.40461247780794,5.59543674972491,5.67234774246843,4.41880416591194,4.31592623478702
LANCL2,5.39926908584716,5.54142042139377,5.71997054533916,4.84017775307851,4.67798147918931,4.81719889265512,4.92485624592757,4.94746875782833,4.63504372142169,4.11293134642858,5.09359525749728,6.1748476265176,2.34420950104055,3.766734328091
ILF3,5.21949855856809,5.36497255488896,5.329072195522,5.06956551239555,5.11723425100648,5.17984971432826,4.28280040522502,4.61604792906374,5.0229495446986,4.52711367474365,4.95364610918823,4.47565783689629,4.88482969404354,2.86901391440014
CLSTN3,5.63283187346731,5.81768495748174,4.99360403504851,5.33956150083077,5.19104996132173,5.43623546989442,3.76443962443268,4.11144617124736,4.36381789964366,4.40181607138109,3.92646700946729,4.76810807796149,5.23650745851822,3.92483407018895
PSME1,4.48706763888571,4.48839257352859,4.83402340796427,4.84017775307851,5.19104996132173,4.71025573843205,5.17995307366999,4.98916164523612,5.13209247558387,4.26459243231498,5.15878761820372,5.56216494789513,5.12853429293766,2.86901391440014
GNPDA1,3.8262858305465,4.09462213849059,3.34683393700941,4.93635179230109,4.8699997933831,5.05429314200642,5.17995307366999,4.94746875782833,5.09662107733673,5.26305239418153,4.95364610918823,4.76810807796149,5.18353074651929,5.27924613611351
HSPA4,4.77451480718447,4.84303945686884,5.06722873321958,5.73678804016098,5.64952323176929,5.84291883543697,4.61475322936219,4.90453502639386,5.0229495446986,4.19075386455819,5.28094911618297,4.76810807796149,3.8671785171225,2.05409420013722
PSAT1,4.31855680513265,4.09462213849059,4.91601905629984,4.30441272035434,4.26461401992626,4.33162671797723,4.61475322936219,4.56181572041228,4.73070343442243,4.69675350651414,5.49803084076277,5.48373839452539,4.88482969404354,5.85177172833241
TXNDC5,4.12772790829279,4.09462213849059,3.75597511953115,4.62615530720111,4.72843467910979,4.53332693526043,5.00245702695416,4.94746875782833,4.90486895732129,5.02885903146385,5.73022510887823,5.11886419899052,4.88482969404354,5.02362273599417
PGM2,3.98486564326738,4.30490036632992,4.14406608441303,4.84017775307851,4.51508418404206,4.91675878936705,5.00245702695416,4.4468234298324,4.42229588705135,4.79968964035458,4.95364610918823,5.56216494789513,5.01182180554989,5.2194599212278
PTK7,3.64809754388623,3.84837850740358,3.08849929500469,5.98184684161941,5.9121315006455,5.71045137920742,4.96417832980291,5.06909802939974,4.98465322986051,5.84750118331937,5.59543674972491,5.40080215820579,2.34420950104055,3.58915210607507
PLS3,3.8262858305465,3.93521424962126,4.00110120739748,4.78957452873536,4.4564243195121,4.91675878936705,4.34370462051082,4.86028432055812,4.90486895732129,4.26459243231498,5.28094911618297,5.56216494789513,5.12853429293766,5.59372495890403
DAG1,5.01409541024914,5.0123700089734,4.44958131497775,5.11137009596969,5.07886002366888,4.76471801527357,4.21921132336547,4.32186543304007,4.1028602072161,4.69675350651414,4.79864827802276,3.88256926416918,5.28760753853767,4.95195458495737
PYGB,4.85887365667674,4.88727147797044,5.23635988155354,4.8890660277546,4.4564243195121,4.65365655765748,3.93246795663345,4.25507849809621,4.1028602072161,2.94727461263241,4.71442159914491,6.12404329511321,5.07135796698214,5.2194599212278
GSTP1,4.48706763888571,4.70157368473307,4.44958131497775,4.44183192522467,4.51508418404206,4.33162671797723,5.27683315324988,5.10746441763421,5.0229495446986,4.46582470286975,4.95364610918823,3.61463715409214,5.33695940503851,4.62329400757067
PTPRF,4.97682740360042,5.09012215322045,4.27413235447518,6.26719701439247,5.95513754472015,6.34993170173004,4.28280040522502,4.25507849809621,4.36381789964366,5.52582996708882,4.79864827802276,4.39224204046228,1.89473910179792,2.51834436472457
PGD,5.48139706518579,5.36497255488896,5.82981936061605,4.62615530720111,4.72843467910979,4.59474591163671,3.57422946304155,3.9519167873388,3.78404158811829,3.11634697017422,4.52960568260306,5.52348452525305,5.01182180554989,4.79696315513653
PRKCSH,3.64809754388623,4.01711875952416,4.14406608441303,5.53654057074542,5.32823410640409,5.219385716065,4.15268969831601,5.02968340270521,5.06025551651501,4.64239347301001,4.79864827802276,4.10844989385587,4.74557073913876,4.31592623478702
TXN,2.92456714260332,3.43688942971458,3.92392931468173,3.68342366980374,3.46225764988683,3.59432192266927,7.46968679345806,6.73947419520129,6.74769890616585,6.56956233645712,3.38818285510002,3.88256926416918,3.8671785171225,4.79696315513653
CST3,4.6379383992635,4.4297838373901,4.27413235447518,4.15251267662574,4.04333388556038,4.00957143200743,5.88050260412212,5.28533795026514,5.29743914611713,5.52582996708882,4.52960568260306,4.20937849266566,3.8671785171225,4.19696541262012
ERO1A,3.90775351066966,3.75597948588324,3.92392931468173,5.02651332741701,4.99890662133759,5.09737093109336,4.92485624592757,4.98916164523612,5.0229495446986,4.03067032928669,4.42748739122745,5.16984804861902,4.67055287832251,4.06730666883819
HMGB1,5.53366155178911,5.23408275957934,5.44409109583178,4.73713164966327,4.62569971479279,4.91675878936705,4.71035796969861,4.90453502639386,4.77625529630082,4.26459243231498,4.71442159914491,4.20937849266566,3.8671785171225,2.05409420013722
PAM,3.8262858305465,3.93521424962126,2.11638083409208,4.30441272035434,4.33142471590279,4.17956709654657,4.80001899942407,4.56181572041228,4.4784955844777,4.94150946297519,4.95364610918823,4.76810807796149,6.29422733508107,6.40173196404142
CS,3.20798235977364,3.31264672194125,3.46049946846037,4.62615530720111,4.91426092784299,4.86783749499708,5.50727255914362,5.18126562263325,5.32835028913916,5.18913290837429,5.02531699554732,5.988606781751,3.8671785171225,3.38660193243663
GNS,3.44475821908342,3.55127575438274,4.00110120739748,4.8890660277546,4.67798147918931,4.81719889265512,4.88443229712188,4.86028432055812,4.90486895732129,5.02885903146385,4.62497109130796,3.61463715409214,5.51903953873122,5.02362273599417
GLB1,4.05806441314603,3.84837850740358,3.92392931468173,4.68271029375163,4.67798147918931,4.71025573843205,4.56446504204112,4.90453502639386,4.63504372142169,4.69675350651414,4.95364610918823,5.26670944509818,4.59141921398203,4.06730666883819
CLSTN2,5.95373649061607,5.96941583638137,5.52471102297496,5.02651332741701,5.2612720044432,5.09737093109336,4.28280040522502,4.32186543304007,4.82041281016273,5.18913290837429,4.62497109130796,4.8947412723986,1.23834274816209,1.36536450103624
GDI1,2.75881510914874,2.45099647857302,3.34683393700941,4.62615530720111,4.62569971479279,4.71025573843205,4.80001899942407,5.02968340270521,4.98465322986051,4.98584523080952,5.96704602845258,3.88256926416918,6.41405034541798,4.79696315513653
ANP32A,3.8262858305465,3.84837850740358,4.21056448999441,4.50592560072479,4.91426092784299,4.33162671797723,5.90091128238032,5.25147453856762,5.41729810186606,5.11122049728979,4.62497109130796,3.4593596628752,4.94972259667932,2.86901391440014
SOD2,2.75881510914874,2.85899769615491,2.77359226354915,4.56729253781084,4.62569971479279,4.53332693526043,5.36761489628838,4.98916164523612,4.86325880907573,5.3333683459022,4.31758648745847,5.01115055826398,4.74557073913876,6.34690584251266
ATIC,4.53913075612885,4.3686929603325,4.83402340796427,5.40825320059505,5.22658819103252,5.29534866928456,4.34370462051082,4.76749037574357,4.63504372142169,3.94343374045177,5.49803084076277,4.55451306838085,4.22269306995326,1.36536450103624
PSME2,4.37694155349423,4.54471301847084,4.39343610288359,4.50592560072479,4.67798147918931,4.71025573843205,4.21921132336547,4.56181572041228,4.4784955844777,3.85058071257757,4.62497109130796,5.06601240171736,5.18353074651929,3.58915210607507
AKR1C3,4.6379383992635,4.7974083034535,4.79120908351708,4.37475788182817,4.4564243195121,4.53332693526043,4.96417832980291,4.81463328128911,4.73070343442243,3.52967766840395,4.79864827802276,5.52348452525305,2.96280221005881,3.766734328091
FUCA1,3.64809754388623,3.84837850740358,3.664046907934,3.88968434814537,4.26461401992626,4.25759936039531,4.7558849074534,4.66831514298034,4.4784955844777,4.74913943900482,4.42748739122745,4.30370560441847,5.38467872984049,6.23057700276824
SGSH,3.73994096057909,3.84837850740358,4.0743538223847,4.62615530720111,4.39527788896277,4.81719889265512,4.61475322936219,4.61604792906374,4.4784955844777,5.18913290837429,4.19861812597937,4.47565783689629,4.22269306995326,5.02362273599417
DPYSL2,4.53913075612885,4.70157368473307,4.14406608441303,4.73713164966327,4.72843467910979,4.86783749499708,5.0397462803403,4.81463328128911,5.0229495446986,5.3333683459022,5.39356915707257,5.63654706003636,1.89473910179792,1.36536450103624
XPNPEP1,3.98486564326738,3.84837850740358,3.75597511953115,4.23046095285169,4.39527788896277,4.76471801527357,4.51236044834734,4.86028432055812,5.0229495446986,4.79968964035458,5.33835777963731,5.11886419899052,4.41880416591194,3.1508960348579
CKB,1.40496558913105,1.47880337355778,2.77359226354915,5.11137009596969,5.22658819103252,4.96407544350416,5.77389006459531,5.74076006317939,5.5279585182973,5.64120839043813,4.79864827802276,4.30370560441847,4.88482969404354,4.52793344246309
